contrat_id,annee,branche,zone_geo,somme_assuree,nb_salaries,secteur,historique_sinistres,proba_sinistre,a_sinistre,montant_brut,depasse_priorite,charge_reassureur,montant_hors_traite,prime_fictive
2220,2020,prevoyance,Paris,289356.0,397,sante,1,0.11916779999999999,0,0.0,0,0.0,0.0,1446.78
2221,2017,prevoyance,Province,311012.0,402,btp,0,0.1407506,0,0.0,0,0.0,0.0,1555.06
2222,2020,prevoyance,Province,339474.0,395,services,3,0.1414737,0,0.0,0,0.0,0.0,1697.3700000000001
2223,2020,prevoyance,Paris,147346.0,428,sante,0,0.1051673,0,0.0,0,0.0,0.0,736.73
2224,2019,sante,Cotier,110758.0,132,services,2,0.1137379,0,0.0,0,0.0,0.0,553.79
2225,2016,rc,Paris,198825.0,303,industrie,1,0.06524125,0,0.0,0,0.0,0.0,994.125
2226,2018,prevoyance,Province,652238.0,182,industrie,4,0.1458119,0,0.0,0,0.0,0.0,3261.19
2227,2016,prevoyance,Province,628748.0,152,industrie,1,0.1116374,0,0.0,0,0.0,0.0,3143.7400000000002
2228,2019,prevoyance,Province,121969.0,435,services,0,0.10459845000000001,0,0.0,0,0.0,0.0,609.845
2229,2018,prevoyance,Province,408976.0,396,services,0,0.1150488,0,0.0,0,0.0,0.0,2044.88
2230,2020,sante,Paris,128862.0,424,btp,1,0.1038431,0,0.0,0,0.0,0.0,644.3100000000001
2231,2019,sante,Province,169506.0,445,industrie,2,0.0879753,0,0.0,0,0.0,0.0,847.53
2232,2020,prevoyance,Province,92205.0,178,btp,4,0.14741025000000002,0,0.0,0,0.0,0.0,461.02500000000003
2233,2017,prevoyance,Cotier,130879.0,66,services,0,0.12814394999999998,0,0.0,0,0.0,0.0,654.395
2234,2019,prevoyance,Province,813903.0,51,sante,1,0.11079515000000001,1,325047.1503525041,1,125047.1503525041,0.0,4069.515
2235,2017,sante,Province,181844.0,318,btp,2,0.10589219999999999,0,0.0,0,0.0,0.0,909.22
2236,2019,prevoyance,Province,191442.0,128,sante,1,0.0873721,0,0.0,0,0.0,0.0,957.21
2237,2019,rc,Cotier,28662.0,130,services,1,0.0994331,0,0.0,0,0.0,0.0,143.31
2238,2017,sante,Paris,112298.0,321,industrie,2,0.0727149,0,0.0,0,0.0,0.0,561.49
2239,2018,prevoyance,Province,121835.0,260,services,4,0.12709175,0,0.0,0,0.0,0.0,609.1750000000001
2240,2016,sante,Province,60176.0,352,industrie,0,0.0532088,0,0.0,0,0.0,0.0,300.88
2241,2020,rc,Province,167042.0,341,services,2,0.0774521,0,0.0,0,0.0,0.0,835.21
2242,2019,sante,Paris,97244.0,465,services,3,0.0963622,0,0.0,0,0.0,0.0,486.22
2243,2020,prevoyance,Province,179153.0,446,services,1,0.11855765,0,0.0,0,0.0,0.0,895.765
2244,2017,prevoyance,Paris,188302.0,350,sante,1,0.1094151,0,0.0,0,0.0,0.0,941.51
2245,2020,rc,Province,51694.0,350,services,1,0.0625847,0,0.0,0,0.0,0.0,258.47
2246,2017,sante,Province,100867.0,425,sante,1,0.07254335,0,0.0,0,0.0,0.0,504.33500000000004
2247,2020,sante,Cotier,178590.0,346,industrie,2,0.1385295,0,0.0,0,0.0,0.0,892.95
2248,2016,rc,Province,674117.0,191,industrie,2,0.08780585,0,0.0,0,0.0,0.0,3370.585
2249,2016,rc,Paris,221475.0,174,services,1,0.05347375,0,0.0,0,0.0,0.0,1107.375
2250,2016,rc,Paris,73547.0,481,btp,3,0.12677735,0,0.0,0,0.0,0.0,367.735
2251,2016,prevoyance,Cotier,262710.0,273,btp,4,0.22543549999999998,1,215683.47157158496,1,15683.47157158496,0.0,1313.55
2252,2016,sante,Paris,1263074.0,219,btp,1,0.14005369999999998,0,0.0,0,0.0,0.0,6315.37
2253,2016,sante,Province,488966.0,20,services,2,0.0614483,0,0.0,0,0.0,0.0,2444.83
2254,2017,sante,Paris,313963.0,191,industrie,0,0.04979815,0,0.0,0,0.0,0.0,1569.815
2255,2019,sante,Province,388756.0,453,industrie,0,0.0797378,0,0.0,0,0.0,0.0,1943.78
2256,2020,prevoyance,Province,916159.0,260,services,2,0.14680795000000002,1,234301.25439751823,1,34301.254397518234,0.0,4580.795
2257,2016,sante,Paris,591698.0,147,sante,1,0.0692849,0,0.0,0,0.0,0.0,2958.4900000000002
2258,2017,sante,Paris,321294.0,227,sante,1,0.0637647,0,0.0,0,0.0,0.0,1606.47
2259,2017,prevoyance,Cotier,586760.0,248,industrie,0,0.169138,0,0.0,0,0.0,0.0,2933.8
2260,2017,prevoyance,Province,44445.0,463,btp,2,0.15352225,0,0.0,0,0.0,0.0,222.225
2261,2019,prevoyance,Province,26830.0,380,services,1,0.1043415,0,0.0,0,0.0,0.0,134.15
2262,2020,prevoyance,Cotier,196520.0,346,industrie,0,0.15942599999999998,1,322987.7389322771,1,122987.73893227708,0.0,982.6
2263,2019,prevoyance,Cotier,176737.0,96,services,2,0.15343684999999999,1,236496.32363469386,1,36496.323634693865,0.0,883.6850000000001
2264,2018,prevoyance,Paris,84737.0,307,services,1,0.09993685000000001,0,0.0,0,0.0,0.0,423.685
2265,2017,sante,Cotier,438460.0,302,btp,1,0.167123,0,0.0,0,0.0,0.0,2192.3
2266,2018,sante,Paris,17406.0,101,services,2,0.045970300000000006,0,0.0,0,0.0,0.0,87.03
2267,2016,sante,Paris,85671.0,217,sante,2,0.06098355,0,0.0,0,0.0,0.0,428.355
2268,2016,rc,Cotier,90949.0,213,services,4,0.14084744999999999,0,0.0,0,0.0,0.0,454.745
2269,2019,prevoyance,Paris,22844.0,195,industrie,2,0.09564220000000001,0,0.0,0,0.0,0.0,114.22
2270,2020,prevoyance,Paris,978403.0,94,services,0,0.11332015,0,0.0,0,0.0,0.0,4892.015
2271,2018,rc,Paris,31855.0,324,btp,1,0.08899275,0,0.0,0,0.0,0.0,159.275
2272,2020,prevoyance,Province,80338.0,161,services,3,0.1051169,0,0.0,0,0.0,0.0,401.69
2273,2019,rc,Province,483872.0,165,btp,2,0.1056936,1,223549.70568127767,1,23549.705681277672,0.0,2419.36
2274,2016,rc,Province,353364.0,302,services,1,0.0728682,1,212217.50478822057,1,12217.504788220569,0.0,1766.82
2275,2020,sante,Cotier,43053.0,30,services,4,0.12015265,0,0.0,0,0.0,0.0,215.26500000000001
2276,2020,rc,Province,369161.0,170,services,4,0.09045805,0,0.0,0,0.0,0.0,1845.805
2277,2016,prevoyance,Paris,230439.0,395,industrie,0,0.10602195,0,0.0,0,0.0,0.0,1152.195
2278,2018,prevoyance,Cotier,2675489.0,494,btp,0,0.3,0,0.0,0,0.0,0.0,13377.445
2279,2016,sante,Paris,264271.0,348,services,2,0.08301354999999999,0,0.0,0,0.0,0.0,1321.355
2280,2020,prevoyance,Paris,137381.0,165,services,2,0.09836905,0,0.0,0,0.0,0.0,686.905
2281,2018,rc,Paris,58232.0,152,services,3,0.0631116,0,0.0,0,0.0,0.0,291.16
2282,2018,prevoyance,Province,66630.0,266,services,3,0.1149315,0,0.0,0,0.0,0.0,333.15000000000003
2283,2016,sante,Paris,60420.0,116,btp,1,0.069621,0,0.0,0,0.0,0.0,302.1
2284,2020,sante,Paris,843503.0,293,btp,1,0.12647515,0,0.0,0,0.0,0.0,4217.515
2285,2019,sante,Paris,166303.0,59,btp,2,0.07921515,0,0.0,0,0.0,0.0,831.515
2286,2020,prevoyance,Paris,320711.0,44,services,1,0.08543555,0,0.0,0,0.0,0.0,1603.555
2287,2017,prevoyance,Province,1001588.0,233,services,3,0.1583794,0,0.0,0,0.0,0.0,5007.9400000000005
2288,2019,rc,Cotier,9603.0,165,btp,3,0.15198014999999998,0,0.0,0,0.0,0.0,48.015
2289,2018,prevoyance,Province,755133.0,402,industrie,2,0.15295665,0,0.0,0,0.0,0.0,3775.665
2290,2019,rc,Paris,173942.0,417,btp,2,0.1153971,0,0.0,0,0.0,0.0,869.71
2291,2018,sante,Paris,274322.0,200,btp,2,0.0987161,0,0.0,0,0.0,0.0,1371.6100000000001
2292,2018,sante,Cotier,60229.0,397,btp,1,0.15771144999999998,1,246981.5427180879,1,46981.542718087905,0.0,301.145
2293,2019,sante,Paris,65766.0,193,industrie,0,0.037588300000000005,0,0.0,0,0.0,0.0,328.83
2294,2018,prevoyance,Cotier,292616.0,246,sante,2,0.1742308,0,0.0,0,0.0,0.0,1463.08
2295,2018,sante,Paris,2846263.0,306,btp,2,0.23791315000000002,0,0.0,0,0.0,0.0,14231.315
2296,2017,rc,Cotier,542518.0,332,btp,0,0.1653259,0,0.0,0,0.0,0.0,2712.59
2297,2020,prevoyance,Paris,743131.0,313,industrie,2,0.14345655000000002,0,0.0,0,0.0,0.0,3715.655
2298,2020,rc,Province,129262.0,351,services,1,0.0665631,0,0.0,0,0.0,0.0,646.3100000000001
2299,2017,prevoyance,Province,79202.0,497,industrie,0,0.10866010000000001,0,0.0,0,0.0,0.0,396.01
2300,2019,prevoyance,Province,63770.0,67,services,2,0.08488849999999999,0,0.0,0,0.0,0.0,318.85
2301,2016,prevoyance,Paris,90588.0,48,services,5,0.1143294,1,286127.7978719959,1,86127.79787199589,0.0,452.94
2302,2016,rc,Province,13859.0,250,sante,1,0.05069295,0,0.0,0,0.0,0.0,69.295
2303,2016,prevoyance,Province,68193.0,34,services,1,0.07180965,0,0.0,0,0.0,0.0,340.96500000000003
2304,2017,rc,Paris,83081.0,325,services,4,0.09165405,0,0.0,0,0.0,0.0,415.40500000000003
2305,2017,rc,Paris,131870.0,126,industrie,0,0.0341935,0,0.0,0,0.0,0.0,659.35
2306,2018,prevoyance,Province,190632.0,351,services,1,0.1096316,1,506872.3258726921,1,306872.3258726921,0.0,953.16
2307,2016,prevoyance,Paris,251435.0,379,sante,0,0.10547175,0,0.0,0,0.0,0.0,1257.175
2308,2019,sante,Province,159866.0,249,btp,1,0.08789330000000001,0,0.0,0,0.0,0.0,799.33
2309,2019,prevoyance,Paris,81005.0,184,services,3,0.10745025,0,0.0,0,0.0,0.0,405.02500000000003
2310,2016,sante,Province,15428.0,491,services,2,0.0848714,0,0.0,0,0.0,0.0,77.14
2311,2016,prevoyance,Paris,81604.0,454,services,3,0.1344802,0,0.0,0,0.0,0.0,408.02
2312,2016,prevoyance,Province,50668.0,349,industrie,2,0.1124334,0,0.0,0,0.0,0.0,253.34
2313,2017,sante,Paris,284725.0,237,services,1,0.06293625,0,0.0,0,0.0,0.0,1423.625
2314,2017,prevoyance,Paris,484632.0,494,industrie,0,0.1286316,0,0.0,0,0.0,0.0,2423.16
2315,2017,prevoyance,Paris,501965.0,496,btp,1,0.16969825,0,0.0,0,0.0,0.0,2509.8250000000003
2316,2020,prevoyance,Cotier,403666.0,262,industrie,3,0.19138329999999998,0,0.0,0,0.0,0.0,2018.3300000000002
2317,2019,prevoyance,Paris,138658.0,420,industrie,0,0.1039329,0,0.0,0,0.0,0.0,693.29
2318,2019,sante,Province,86999.0,389,btp,2,0.10824995,0,0.0,0,0.0,0.0,434.995
2319,2018,rc,Paris,66402.0,120,sante,2,0.05032009999999999,0,0.0,0,0.0,0.0,332.01
2320,2017,prevoyance,Paris,26662.0,250,sante,2,0.10133310000000001,0,0.0,0,0.0,0.0,133.31
2321,2020,sante,Province,535108.0,233,btp,0,0.0950554,0,0.0,0,0.0,0.0,2675.54
2322,2020,sante,Province,131972.0,307,industrie,1,0.062298599999999996,0,0.0,0,0.0,0.0,659.86
2323,2019,prevoyance,Cotier,36475.0,61,services,2,0.14292375,0,0.0,0,0.0,0.0,182.375
2324,2017,prevoyance,Cotier,60368.0,230,sante,3,0.1710184,0,0.0,0,0.0,0.0,301.84000000000003
2325,2018,rc,Province,57505.0,498,sante,3,0.09767524999999999,0,0.0,0,0.0,0.0,287.52500000000003
2326,2017,sante,Province,171378.0,313,services,1,0.06486890000000001,0,0.0,0,0.0,0.0,856.89
2327,2016,sante,Province,585933.0,297,services,0,0.07399665,0,0.0,0,0.0,0.0,2929.665
2328,2017,sante,Paris,107196.0,161,industrie,3,0.0664598,0,0.0,0,0.0,0.0,535.98
2329,2016,prevoyance,Cotier,10905.0,396,sante,1,0.16514525,1,355308.85432081413,1,155308.85432081413,0.0,54.525
2330,2016,sante,Province,129701.0,127,industrie,0,0.03418505,0,0.0,0,0.0,0.0,648.505
2331,2018,sante,Province,134938.0,420,btp,1,0.1037469,0,0.0,0,0.0,0.0,674.69
2332,2019,sante,Paris,124256.0,466,sante,0,0.0678128,0,0.0,0,0.0,0.0,621.28
2333,2017,prevoyance,Paris,76653.0,433,btp,1,0.14213265,1,254211.7720374627,1,54211.77203746271,0.0,383.265
2334,2016,prevoyance,Cotier,211277.0,288,services,0,0.15436384999999997,0,0.0,0,0.0,0.0,1056.385
2335,2017,prevoyance,Paris,176199.0,144,services,1,0.08820995,1,381051.6383364474,1,181051.63833644742,0.0,880.995
2336,2019,rc,Province,157977.0,218,industrie,0,0.04469885,0,0.0,0,0.0,0.0,789.885
2337,2019,prevoyance,Paris,267044.0,136,btp,2,0.13195220000000002,0,0.0,0,0.0,0.0,1335.22
2338,2020,prevoyance,Cotier,97168.0,302,services,2,0.1700584,1,681650.9745638953,1,481650.97456389526,0.0,485.84000000000003
2339,2019,prevoyance,Paris,90771.0,16,industrie,1,0.07113855000000001,0,0.0,0,0.0,0.0,453.855
2340,2018,prevoyance,Cotier,852687.0,231,industrie,0,0.18073435,0,0.0,0,0.0,0.0,4263.435
2341,2016,sante,Paris,318452.0,86,industrie,2,0.059522599999999995,0,0.0,0,0.0,0.0,1592.26
2342,2020,sante,Cotier,439035.0,347,sante,2,0.15165175,0,0.0,0,0.0,0.0,2195.175
2343,2018,sante,Province,708798.0,360,btp,6,0.1764399,0,0.0,0,0.0,0.0,3543.9900000000002
2344,2017,prevoyance,Paris,305937.0,287,services,1,0.10899684999999999,0,0.0,0,0.0,0.0,1529.685
2345,2016,sante,Province,495869.0,343,sante,1,0.08409345,0,0.0,0,0.0,0.0,2479.3450000000003
2346,2019,prevoyance,Paris,24460.0,347,btp,1,0.130923,0,0.0,0,0.0,0.0,122.3
2347,2016,prevoyance,Paris,207936.0,236,btp,2,0.1389968,0,0.0,0,0.0,0.0,1039.68
2348,2017,prevoyance,Cotier,130710.0,410,btp,2,0.2125355,0,0.0,0,0.0,0.0,653.5500000000001
2349,2020,prevoyance,Province,1218609.0,284,btp,2,0.19433045,0,0.0,0,0.0,0.0,6093.045
2350,2020,prevoyance,Paris,495427.0,360,industrie,3,0.14577135,0,0.0,0,0.0,0.0,2477.135
2351,2020,sante,Paris,76379.0,304,services,2,0.06921895,0,0.0,0,0.0,0.0,381.895
2352,2019,sante,Paris,254576.0,126,btp,1,0.0803288,0,0.0,0,0.0,0.0,1272.88
2353,2018,rc,Cotier,199031.0,301,industrie,3,0.14505155,0,0.0,0,0.0,0.0,995.155
2354,2018,prevoyance,Paris,280744.0,280,industrie,0,0.09703719999999999,0,0.0,0,0.0,0.0,1403.72
2355,2016,prevoyance,Cotier,47925.0,456,industrie,0,0.16299625,0,0.0,0,0.0,0.0,239.625
2356,2019,prevoyance,Cotier,250702.0,166,services,0,0.1441351,0,0.0,0,0.0,0.0,1253.51
2357,2020,rc,Paris,123775.0,69,industrie,3,0.05808875,0,0.0,0,0.0,0.0,618.875
2358,2020,sante,Paris,228420.0,193,services,2,0.065721,0,0.0,0,0.0,0.0,1142.1000000000001
2359,2017,sante,Cotier,68237.0,433,services,2,0.14171185,0,0.0,0,0.0,0.0,341.185
2360,2017,prevoyance,Paris,80654.0,153,industrie,2,0.09433269999999999,0,0.0,0,0.0,0.0,403.27
2361,2020,sante,Paris,665711.0,170,sante,3,0.09528555,0,0.0,0,0.0,0.0,3328.5550000000003
2362,2020,prevoyance,Paris,46080.0,98,btp,1,0.107104,0,0.0,0,0.0,0.0,230.4
2363,2019,sante,Province,50347.0,25,industrie,0,0.02001735,0,0.0,0,0.0,0.0,251.735
2364,2018,rc,Province,152986.0,423,services,1,0.0749493,0,0.0,0,0.0,0.0,764.9300000000001
2365,2017,rc,Paris,64456.0,258,btp,2,0.0940228,0,0.0,0,0.0,0.0,322.28000000000003
2366,2018,sante,Paris,56273.0,107,btp,0,0.05851365,0,0.0,0,0.0,0.0,281.365
2367,2019,prevoyance,Cotier,184627.0,459,industrie,1,0.18013135,1,448543.9947501317,1,248543.99475013168,0.0,923.135
2368,2020,rc,Province,26740.0,113,sante,0,0.027637000000000002,0,0.0,0,0.0,0.0,133.7
2369,2018,sante,Province,48555.0,309,btp,1,0.08832775,0,0.0,0,0.0,0.0,242.775
2370,2020,prevoyance,Province,1914400.0,244,sante,1,0.18512,0,0.0,0,0.0,0.0,9572.0
2371,2020,prevoyance,Province,282482.0,431,industrie,1,0.12222409999999999,0,0.0,0,0.0,0.0,1412.41
2372,2016,prevoyance,Province,66445.0,316,industrie,0,0.08992225000000001,0,0.0,0,0.0,0.0,332.225
2373,2018,prevoyance,Paris,268836.0,453,services,2,0.1337418,0,0.0,0,0.0,0.0,1344.18
2374,2018,prevoyance,Paris,321514.0,283,industrie,0,0.0993757,0,0.0,0,0.0,0.0,1607.57
2375,2020,sante,Province,536755.0,270,industrie,1,0.07883775,0,0.0,0,0.0,0.0,2683.775
2376,2019,prevoyance,Province,139722.0,248,industrie,0,0.0867861,0,0.0,0,0.0,0.0,698.61
2377,2016,prevoyance,Cotier,525338.0,433,btp,1,0.2245669,0,0.0,0,0.0,0.0,2626.69
2378,2020,sante,Paris,14099.0,271,industrie,1,0.05280495,0,0.0,0,0.0,0.0,70.495
2379,2017,rc,Cotier,45818.0,341,industrie,0,0.11139089999999999,0,0.0,0,0.0,0.0,229.09
2380,2017,sante,Cotier,198123.0,124,sante,1,0.10730614999999999,1,248807.962841662,1,48807.962841661996,0.0,990.615
2381,2016,prevoyance,Paris,241726.0,277,industrie,0,0.0947863,0,0.0,0,0.0,0.0,1208.63
2382,2019,rc,Province,54495.0,21,services,2,0.03982475,0,0.0,0,0.0,0.0,272.475
2383,2020,rc,Province,222194.0,82,services,2,0.0543097,0,0.0,0,0.0,0.0,1110.97
2384,2018,prevoyance,Cotier,76987.0,371,sante,0,0.15594935,0,0.0,0,0.0,0.0,384.935
2385,2016,prevoyance,Province,116734.0,415,sante,0,0.1023367,0,0.0,0,0.0,0.0,583.67
2386,2019,sante,Province,556670.0,314,services,2,0.0942335,0,0.0,0,0.0,0.0,2783.35
2387,2018,rc,Province,484428.0,187,sante,0,0.057921400000000005,0,0.0,0,0.0,0.0,2422.14
2388,2017,rc,Paris,49194.0,473,services,1,0.0747597,0,0.0,0,0.0,0.0,245.97
2389,2017,rc,Paris,45766.0,269,btp,2,0.0941883,0,0.0,0,0.0,0.0,228.83
2390,2018,sante,Province,99369.0,443,services,0,0.06426845,0,0.0,0,0.0,0.0,496.845
2391,2016,sante,Province,157614.0,268,services,0,0.049680699999999994,1,260673.48120734977,1,60673.481207349774,0.0,788.07
2392,2017,prevoyance,Province,73904.0,409,services,0,0.0995952,0,0.0,0,0.0,0.0,369.52
2393,2020,prevoyance,Province,567372.0,279,services,1,0.1212686,1,758561.1167377165,1,558561.1167377165,0.0,2836.86
2394,2018,prevoyance,Paris,246932.0,329,btp,1,0.1402466,0,0.0,0,0.0,0.0,1234.66
2395,2018,sante,Province,264952.0,129,industrie,2,0.0611476,0,0.0,0,0.0,0.0,1324.76
2396,2017,sante,Paris,35602.0,178,services,1,0.0445801,0,0.0,0,0.0,0.0,178.01
2397,2016,sante,Cotier,660498.0,495,btp,0,0.1875249,0,0.0,0,0.0,0.0,3302.4900000000002
2398,2020,prevoyance,Cotier,5518.0,77,industrie,2,0.1429759,0,0.0,0,0.0,0.0,27.59
2399,2016,sante,Province,442797.0,68,services,0,0.04393985,0,0.0,0,0.0,0.0,2213.985
2400,2019,prevoyance,Paris,499406.0,139,btp,1,0.1338703,0,0.0,0,0.0,0.0,2497.03
2401,2019,prevoyance,Paris,96869.0,384,sante,0,0.09824345000000001,0,0.0,0,0.0,0.0,484.345
2402,2017,sante,Province,749748.0,275,industrie,0,0.0799874,0,0.0,0,0.0,0.0,3748.7400000000002
2403,2017,sante,Province,150886.0,84,services,3,0.06094430000000001,0,0.0,0,0.0,0.0,754.4300000000001
2404,2017,rc,Province,175416.0,496,industrie,0,0.0733708,1,321607.54353894305,1,121607.54353894305,0.0,877.08
2405,2019,prevoyance,Paris,244613.0,99,services,3,0.10713065000000001,0,0.0,0,0.0,0.0,1223.065
2406,2016,prevoyance,Province,7451232.0,366,industrie,1,0.3,1,257590.88325741267,1,57590.88325741267,0.0,37256.16
2407,2016,prevoyance,Province,816940.0,163,services,0,0.112147,0,0.0,0,0.0,0.0,4084.7000000000003
2408,2017,prevoyance,Paris,377512.0,397,btp,2,0.1635756,0,0.0,0,0.0,0.0,1887.56
2409,2020,rc,Province,54428.0,227,industrie,1,0.050421400000000005,0,0.0,0,0.0,0.0,272.14
2410,2016,sante,Paris,193360.0,495,btp,2,0.124168,1,386965.00905790686,1,186965.00905790686,0.0,966.8000000000001
2411,2019,rc,Province,61344.0,37,services,1,0.0317672,0,0.0,0,0.0,0.0,306.72
2412,2018,prevoyance,Cotier,436495.0,139,services,1,0.16072475,0,0.0,0,0.0,0.0,2182.475
2413,2018,rc,Province,192637.0,75,services,1,0.04213185,0,0.0,0,0.0,0.0,963.1850000000001
2414,2018,prevoyance,Cotier,42217.0,153,services,2,0.15241085,1,338226.44538303535,1,138226.44538303535,0.0,211.085
2415,2020,rc,Province,179396.0,389,industrie,1,0.07286980000000001,0,0.0,0,0.0,0.0,896.98
2416,2017,prevoyance,Paris,58730.0,322,btp,0,0.12013650000000001,0,0.0,0,0.0,0.0,293.65000000000003
2417,2019,prevoyance,Province,195137.0,416,btp,1,0.14635685,0,0.0,0,0.0,0.0,975.6850000000001
2418,2020,sante,Province,58053.0,416,btp,3,0.11950264999999999,0,0.0,0,0.0,0.0,290.265
2419,2019,rc,Paris,168213.0,470,services,0,0.07041064999999999,0,0.0,0,0.0,0.0,841.065
2420,2019,prevoyance,Paris,400538.0,286,industrie,3,0.1336269,0,0.0,0,0.0,0.0,2002.69
2421,2017,prevoyance,Province,152716.0,112,btp,0,0.1038358,1,204543.77602212343,1,4543.776022123435,0.0,763.58
2422,2018,rc,Paris,101817.0,418,services,2,0.08189085,0,0.0,0,0.0,0.0,509.08500000000004
2423,2017,prevoyance,Paris,207717.0,323,btp,1,0.13768585,0,0.0,0,0.0,0.0,1038.585
2424,2020,prevoyance,Province,375727.0,46,btp,2,0.12838635,0,0.0,0,0.0,0.0,1878.635
2425,2020,prevoyance,Paris,43104.0,258,btp,3,0.1429552,0,0.0,0,0.0,0.0,215.52
2426,2020,prevoyance,Cotier,222523.0,442,services,2,0.19032614999999997,0,0.0,0,0.0,0.0,1112.615
2427,2017,rc,Paris,790997.0,470,sante,2,0.12154985,0,0.0,0,0.0,0.0,3954.985
2428,2019,sante,Province,323964.0,408,btp,2,0.1219982,0,0.0,0,0.0,0.0,1619.82
2429,2019,sante,Province,174435.0,165,services,2,0.060221750000000004,0,0.0,0,0.0,0.0,872.1750000000001
2430,2016,rc,Province,350699.0,460,btp,3,0.13853495,0,0.0,0,0.0,0.0,1753.4950000000001
2431,2020,prevoyance,Paris,280126.0,480,industrie,2,0.1370063,0,0.0,0,0.0,0.0,1400.63
2432,2019,prevoyance,Cotier,402046.0,141,services,3,0.17920229999999998,0,0.0,0,0.0,0.0,2010.23
2433,2016,prevoyance,Province,14347.0,56,sante,2,0.08131735,0,0.0,0,0.0,0.0,71.735
2434,2019,prevoyance,Cotier,25232.0,443,industrie,2,0.1805616,0,0.0,0,0.0,0.0,126.16
2435,2020,prevoyance,Paris,543505.0,453,services,1,0.13747525,0,0.0,0,0.0,0.0,2717.525
2436,2018,rc,Paris,26733.0,455,services,1,0.07183665,0,0.0,0,0.0,0.0,133.665
2437,2020,sante,Province,263510.0,204,services,0,0.0485755,0,0.0,0,0.0,0.0,1317.55
2438,2017,prevoyance,Paris,106675.0,112,services,0,0.07153375,0,0.0,0,0.0,0.0,533.375
2439,2019,sante,Province,49245.0,337,sante,1,0.06116225,0,0.0,0,0.0,0.0,246.225
2440,2019,sante,Paris,247602.0,180,services,1,0.0553801,0,0.0,0,0.0,0.0,1238.01
2441,2017,rc,Province,207159.0,98,btp,3,0.09515794999999999,0,0.0,0,0.0,0.0,1035.795
2442,2017,rc,Cotier,2048076.0,255,btp,0,0.2329038,0,0.0,0,0.0,0.0,10240.380000000001
2443,2018,sante,Province,76897.0,67,services,2,0.04554485,0,0.0,0,0.0,0.0,384.485
2444,2019,sante,Cotier,916330.0,114,industrie,0,0.1322165,0,0.0,0,0.0,0.0,4581.650000000001
2445,2019,sante,Province,248428.0,189,services,1,0.0563214,0,0.0,0,0.0,0.0,1242.14
2446,2018,sante,Province,73627.0,469,sante,1,0.07558135,0,0.0,0,0.0,0.0,368.135
2447,2016,prevoyance,Cotier,424682.0,78,services,2,0.1640341,0,0.0,0,0.0,0.0,2123.41
2448,2018,prevoyance,Cotier,320900.0,490,services,1,0.19004500000000002,0,0.0,0,0.0,0.0,1604.5
2449,2020,sante,Province,169908.0,311,sante,0,0.0545954,0,0.0,0,0.0,0.0,849.54
2450,2019,prevoyance,Paris,224034.0,162,btp,4,0.1524017,0,0.0,0,0.0,0.0,1120.17
2451,2017,prevoyance,Province,79508.0,34,btp,1,0.10237539999999999,1,257086.3085741147,1,57086.30857411469,0.0,397.54
2452,2020,sante,Paris,60419.0,386,sante,1,0.06662095000000001,0,0.0,0,0.0,0.0,302.095
2453,2019,prevoyance,Province,404874.0,44,industrie,3,0.1096437,0,0.0,0,0.0,0.0,2024.3700000000001
2454,2018,sante,Province,124402.0,454,btp,2,0.1166201,0,0.0,0,0.0,0.0,622.01
2455,2020,sante,Cotier,147842.0,24,services,0,0.0847921,0,0.0,0,0.0,0.0,739.21
2456,2019,rc,Cotier,227700.0,115,services,1,0.10788499999999998,0,0.0,0,0.0,0.0,1138.5
2457,2016,prevoyance,Province,223764.0,227,services,2,0.1088882,1,476076.99774066324,1,276076.99774066324,0.0,1118.82
2458,2016,prevoyance,Paris,29284.0,393,industrie,2,0.1157642,1,247694.61068272003,1,47694.61068272003,0.0,146.42000000000002
2459,2017,sante,Cotier,761848.0,83,services,3,0.1513924,0,0.0,0,0.0,0.0,3809.2400000000002
2460,2019,rc,Paris,188230.0,353,industrie,1,0.06971150000000001,0,0.0,0,0.0,0.0,941.15
2461,2016,rc,Province,127620.0,428,industrie,1,0.074181,0,0.0,0,0.0,0.0,638.1
2462,2018,prevoyance,Paris,272942.0,294,services,1,0.10804710000000001,0,0.0,0,0.0,0.0,1364.71
2463,2019,prevoyance,Paris,216177.0,47,btp,0,0.10050885,0,0.0,0,0.0,0.0,1080.885
2464,2018,rc,Cotier,408593.0,206,industrie,0,0.11602965000000001,0,0.0,0,0.0,0.0,2042.9650000000001
2465,2018,prevoyance,Paris,310389.0,289,services,1,0.10941945,0,0.0,0,0.0,0.0,1551.945
2466,2016,sante,Province,385161.0,284,btp,1,0.10265805,0,0.0,0,0.0,0.0,1925.805
2467,2019,prevoyance,Paris,823396.0,183,industrie,2,0.1344698,0,0.0,0,0.0,0.0,4116.9800000000005
2468,2020,prevoyance,Cotier,469935.0,314,sante,0,0.16989675,0,0.0,0,0.0,0.0,2349.675
2469,2016,prevoyance,Cotier,134244.0,53,sante,1,0.1370122,0,0.0,0,0.0,0.0,671.22
2470,2016,prevoyance,Paris,42299.0,466,services,1,0.11371495,0,0.0,0,0.0,0.0,211.495
2471,2019,sante,Paris,1204238.0,163,sante,0,0.09151190000000001,0,0.0,0,0.0,0.0,6021.1900000000005
2472,2019,rc,Province,122361.0,162,btp,2,0.08731805000000001,0,0.0,0,0.0,0.0,611.8050000000001
